,PC_0,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,symbol,sector,label
0,-1.2007739148982473,0.28648866893148195,-2.0873307376861043,0.4866193334397648,-0.30495212633063457,0.37955582498241336,0.010522517698164528,-0.10337613371819489,MMM,Industrials,1
1,-2.6709936696191097,-0.17417707963542764,-0.28477470380371683,-0.7058681885304103,0.3915581464713964,-0.25933512010832077,-0.260535132680741,0.32804165798051715,AOS,Industrials,1
2,-0.031814442263443966,0.112285858394827,-0.28427669666807204,-0.2537005877628979,0.11120210075918342,-0.22713551799525225,0.15043393612002653,-0.01700916390927506,AYI,Industrials,1
3,0.8232810883087534,-0.4828438799155407,-0.09326171936928372,0.11033232172896706,-0.08474236107984179,-0.08634157691883353,0.025692832156692654,0.07083560349345072,ALK,Industrials,2
4,-0.17153556085200886,-0.24440878992418066,-0.22680139375798217,-0.20276120754303392,-0.3089144069448872,0.07729497149245675,0.04715286547565112,-0.007460389250253527,ALLE,Industrials,1
5,-2.094428232604173,-0.3013891557708662,0.06345452997558192,0.07257597237770452,0.1768609148490758,-0.2666820415273417,0.15844466461363196,-0.12683621032094744,AAL,Industrials,1
6,-0.7483502822159314,-0.26824561584424667,-0.21143054762803745,-0.22009346673629465,-0.3976012036439367,0.346785189272749,0.08339873563311169,-0.05344484933181014,AME,Industrials,1
7,-1.5678749032599881,-0.4856538395575507,-0.11995156463145416,-0.2959793502486937,0.12759393788785345,-0.27199306603102924,0.0807023546885708,-0.07481927810263107,ARNC,Industrials,1
8,-0.5502107869447097,-0.16518392044203006,-0.3050611171693421,-0.3969445931242332,-0.2641742095625575,0.06961270548141192,0.02730753408086505,-0.000352792686854909,CHRW,Industrials,1
9,-0.7957947045481253,0.34774024821021593,1.1158936680631304,-0.34284889083850156,-0.014053719112055578,0.15696061546185247,0.0761667505105731,-0.0038462879213262925,CAT,Industrials,1
10,0.5897443161314071,0.23075872764703242,-0.24134245188466472,-0.013162890443115373,-0.15840320352800089,-0.08658841762913363,-0.0411292032198954,-0.013756829216942894,CTAS,Industrials,2
11,1.6560252444902914,-0.6551187692489794,0.3451497974960365,1.1035451226448674,0.3066559950863921,0.16019384378910304,-0.015631228959542318,0.052289468449811,CSX,Industrials,2
12,-1.4817280861909423,0.30634252516013705,-0.35081103643615585,-0.4509124627287741,-0.22571889996546207,0.3114366854233778,0.03931798737566428,0.005421341699196927,CMI,Industrials,1
13,0.6588020776255812,0.09293927760961686,-0.1954692954075505,0.054117766854480484,-0.2924352798274284,-0.09567451535754817,0.023559244827220466,0.09246243349040804,DE,Industrials,2
14,0.4639371678798603,-0.020973269695117737,3.1714596905679633,-1.5600328664490544,-0.11968577280448897,0.10900969465773577,0.0231278399385718,-0.011690120742492793,DAL,Industrials,2
15,-1.099105630254199,-0.20073534345508065,-0.2663655681127936,-0.5012135535300031,0.694388552488541,-0.4623209794369368,-0.17127707228147152,0.09522197475961224,DOV,Industrials,1
16,-0.7522267823746707,-0.2566955448663144,-0.198015877021975,-0.2227758580567162,-0.15477492844133825,0.1403398002418463,-0.0045549839678944585,0.028044523758259252,ETN,Industrials,1
17,-0.7853169981489865,-0.32583252863958345,-0.02042264809421306,0.12532659295575682,-0.06881855565558635,0.16945994151319774,0.008916771698289836,0.0007461660518892485,EMR,Industrials,1
18,-1.1178915029104823,0.3291602375777451,1.6824205313556644,-1.5553904949936168,0.051325720508389176,-0.06447771797052387,-0.10067470166503803,0.06415090110603149,EFX,Industrials,1
19,3.1560431479499957,-0.3638832375207749,3.1215130316295268,-0.7854034226240427,-0.34682012765892334,-0.18642087477823074,-0.08714929546042294,0.09939706584127386,ABT,Health Care,0
20,0.12842139954498674,-0.9026004933015439,-4.452098173964819,2.2794652157050135,-0.05725018613537252,-0.2823424224207645,0.057453898570702745,0.08610650683295658,ABBV,Health Care,2
21,3.6223595283115224,0.16391524146013867,3.307960304959214,-0.259802349013586,-1.0371428108241323,-0.22998216379548933,0.1259717675723059,-0.6173868121509203,AET,Health Care,0
22,0.6317668119211474,-0.4777381989376527,-0.1244363547837487,0.03660330136514999,-0.3074750850296954,-0.04150359387303827,0.00581428017473869,0.04829055144952268,A,Health Care,2
23,-0.8568071976345107,0.18327827734795726,-0.24257929548134274,-0.1952251264222598,-0.3481253586384399,0.12323116580825172,0.24917927189272596,-0.06287474350672037,ALXN,Health Care,1
24,0.6274317351198284,1.321550947911537,-0.47674843744142553,-0.30198075416691805,1.1651941858132195,-0.5691394335783165,0.5768793452592723,-0.12761412305990294,ALGN,Health Care,2
25,-1.152554016322515,0.3961181549912849,-0.3223518608808643,-0.3644928194586829,-0.07568872352469176,-0.025620805099037823,0.004072485454473823,-0.002623590454685834,AGN,Health Care,1
26,-1.6033335122472758,0.00309008507118399,-0.40249206004104543,-0.6181947870487768,-0.5584825904926602,0.6203040680895863,0.23775162683576895,-0.16797410430308585,ABC,Health Care,1
27,2.3483892871361665,0.6145957373445845,3.6941029854996574,-1.4506830896789198,-0.3075912315720011,-0.11057740952354714,-0.1440928218566152,0.0043556761683197645,AMGN,Health Care,0
28,2.852537810671147,1.2734252135833304,5.58910300802756,-2.0596252494808285,-0.26643238978146255,0.1076262009851103,-0.16793397001623867,-0.06521907330653813,ANTM,Health Care,0
29,0.6385355615381496,-0.44518052935341773,-0.365076690919516,-0.4669269008892744,-0.36993229808692246,-0.13573981139973612,0.006097645438845078,0.033706851457743575,BAX,Health Care,2
