,symbol,sector,RSI,ROC,ADOSC,ATR,EMA,start_date,end_date,Sharpe_ratio,average_returns,wtd_sentiment,label
0,MMM,Industrials,45.65609693219903,-5.793364277118784,-1723603.8271023869,3.5585158730158724,167.20515625000004,2019-07-01,2019-10-01,-0.3951475503550071,-0.0006911864208042838,0.08214619565217393,2
1,AOS,Industrials,51.00671140939598,1.6620498614958512,2613394.8255499383,1.1585095238095238,46.23484374999999,2019-07-01,2019-10-01,0.2266096238696578,0.0004729035400793495,0.08214619565217393,2
2,AYI,Industrials,47.69957905619968,-4.417813076159427,-25109.992138719303,3.904692063492064,130.26812500000003,2019-07-01,2019-10-01,-0.17061902084985495,-0.00045756646821629686,0.08214619565217393,2
3,ALK,Industrials,51.2366034624897,1.8835347669125648,-95568.72707428156,1.439344444444444,63.00593749999999,2019-07-01,2019-10-01,0.2616223811172228,0.0004971860746488862,0.08214619565217393,2
4,ALLE,Industrials,43.03663068483453,-7.057030129124807,976636.8336268228,1.866955555555556,101.98375,2019-07-01,2019-10-01,-0.7315437565201149,-0.0010369646350929657,0.08214619565217393,2
5,AAL,Industrials,41.28318584070797,-17.974452554744534,-15817235.7163636,0.9536825396825398,29.262109375,2019-07-01,2019-10-01,-0.9296950345702836,-0.002750743600407523,0.08214619565217393,1
6,AME,Industrials,49.75226379634375,-0.31484095103681,1208077.8862699834,1.6332777777777778,88.2503125,2019-07-01,2019-10-01,0.03990548501123887,6.81215626277213e-05,0.08214619565217393,2
7,ARNC,Industrials,49.71910112359551,-0.3067484662576669,2228002.759391816,0.5363571428571432,25.68828125,2019-07-01,2019-10-01,0.027822623265548463,4.373785892291919e-05,0.08214619565217393,2
8,CHRW,Industrials,50.35719714242287,0.557466492705494,-38568.45554305654,1.9052380952380945,84.04812500000003,2019-07-01,2019-10-01,0.15429011418723695,0.00030277911451477053,0.08214619565217393,2
9,CAT,Industrials,45.18754092227108,-7.532942898975103,3590587.074509124,2.863695238095238,127.04796875,2019-07-01,2019-10-01,-0.4556690875014257,-0.0009623690305558056,0.08214619565217393,2
10,CTAS,Industrials,57.94595770129941,12.23678151295684,321640.91917005647,5.2583936507936535,256.08078125,2019-07-01,2019-10-01,0.8705200013756177,0.001965328380504342,0.08214619565217393,0
11,CSX,Industrials,41.32047477744808,-11.903853491033955,1915546.111627473,1.5483841269841274,69.83453125,2019-07-01,2019-10-01,-0.7651009947040179,-0.0017487390981439678,0.08214619565217393,1
12,CMI,Industrials,46.06107460378816,-5.894943885225057,24283.10039651208,3.8056047619047613,159.97515625000003,2019-07-01,2019-10-01,-0.3034400316999216,-0.0006580663764913074,0.08214619565217393,2
