,symbol,sector,RSI,ROC,ADOSC,ATR,EMA,start_date,end_date,Sharpe_ratio,average_returns,wtd_sentiment,label
0,MMM,Industrials,57.45208195637805,11.39032706149765,3666189.235767888,3.1855174603174596,167.5125000000001,2019-10-01,2020-01-01,1.0495598069531062,0.001930592559739975,-0.4250603260869565,1
1,AOS,Industrials,51.26872516050137,1.7731254005554309,611172.3852896029,0.987063492063492,48.48031249999999,2019-10-01,2020-01-01,0.25176134200708594,0.00045287091352624355,0.09198967391304344,0
2,AYI,Industrials,54.0705433746425,6.596632164375095,580950.7279291471,3.2639269841269853,128.56171875000004,2019-10-01,2020-01-01,0.4834681590946347,0.0012292510472631279,0.09198967391304344,0
3,ALK,Industrials,53.4296913277805,4.311008468052346,-103262.7913329777,1.2848984126984118,68.28984375000002,2019-10-01,2020-01-01,0.5138730484546176,0.0008185724295338807,0.09198967391304344,0
4,ALLE,Industrials,68.30677913152144,23.184965380811096,1063416.8178321011,1.9164476190476192,115.37390625,2019-10-01,2020-01-01,1.928734863935,0.003393896108781657,0.09198967391304344,1
5,AAL,Industrials,53.51008215085885,7.0149253731343295,1938589.9184353724,0.7782603174603177,28.513984375,2019-10-01,2020-01-01,0.5436143562565395,0.0012910281943831114,0.09198967391304344,0
6,AME,Industrials,63.70240480961922,12.319819819819822,847611.2965747948,1.396665079365079,94.75078125000002,2019-10-01,2020-01-01,1.6811593900869428,0.0018794035245517145,0.09198967391304344,1
7,ARNC,Industrials,64.77211796246648,21.81314330958035,8214543.892384786,0.5324920634920643,29.13265625,2019-10-01,2020-01-01,1.8738638994138208,0.003191297351613099,0.09198967391304344,1
8,CHRW,Industrials,45.45223577235773,-6.425750867536182,-747220.490290062,1.6309698412698417,79.62039062500001,2019-10-01,2020-01-01,-0.2480180169091218,-0.0006766381425360872,0.09198967391304344,0
9,CAT,Industrials,63.46993081426292,20.6831739805508,8261724.492090917,2.657033333333333,139.55359375,2019-10-01,2020-01-01,1.7720181274802858,0.003165603559881984,0.09198967391304344,1
10,CTAS,Industrials,52.491248975944,2.5496398490796097,249942.62924159106,4.494304761904762,263.05890624999995,2019-10-01,2020-01-01,0.4827291881652069,0.0005932683465653173,0.09198967391304344,0
11,CSX,Industrials,56.867283950617285,7.967770814682185,5598388.359300684,1.2273412698412696,70.96023437500001,2019-10-01,2020-01-01,0.9267898793710428,0.0013147531507855337,0.09198967391304344,0
12,CMI,Industrials,60.005605381165935,13.596546908721605,2468127.9346978795,3.2938142857142854,176.00671875,2019-10-01,2020-01-01,1.4635236651197032,0.002177656823243699,0.09198967391304344,1
13,DE,Industrials,54.083350873500315,4.688821752265858,684212.8060341033,3.0497206349206336,172.23312499999997,2019-10-01,2020-01-01,0.5989944194354878,0.0008488600519189465,0.09198967391304344,0
14,DAL,Industrials,52.32668566001899,2.578495000877034,2904819.0087772286,1.053065079365079,56.08734375,2019-10-01,2020-01-01,0.3833506394317598,0.0005907806751142638,0.5793771739130434,0
15,DOV,Industrials,67.03139013452912,19.725771268307906,1730811.7873321914,1.7249174603174606,107.10921875,2019-10-01,2020-01-01,1.940255385372185,0.0029587786698166765,0.09198967391304344,1
16,ETN,Industrials,63.42074816814501,17.22772277227722,3848929.6187656494,1.5280650793650792,88.78093750000002,2019-10-01,2020-01-01,1.8080618153000068,0.0026843401319596623,0.09198967391304344,1
17,EMR,Industrials,64.77852348993288,16.87356321839082,3624414.508209058,1.1184333333333336,72.06515625000002,2019-10-01,2020-01-01,2.0164532663290275,0.0025996241214298233,0.09198967391304344,1
18,EFX,Industrials,51.10765177823014,1.3379619584870106,1149714.1702045202,2.574285714285712,138.53406249999992,2019-10-01,2020-01-01,0.2149733848096576,0.0003257573960426842,0.8160021739130435,0
19,ABT,Health Care,56.429303278688536,6.1339198435972575,6718114.130222405,1.320244444444444,83.75406249999997,2019-10-01,2020-01-01,0.8301789248306177,0.0010441512655569776,0.5100396739130435,0
20,ABBV,Health Care,65.98454792232198,20.90673221357366,8566593.417444903,1.523239682539683,83.0184375,2019-10-01,2020-01-01,2.2986374255246247,0.003260838466437207,0.09198967391304344,1
21,A,Health Care,63.090772693173285,13.989845002672375,3525693.4258711627,1.2160047619047616,78.72515625,2019-10-01,2020-01-01,1.6712567711261368,0.002133410652021656,0.09198967391304344,1
22,ALXN,Health Care,54.623348803998574,10.594130279169644,1657782.130088794,3.172611111111113,106.95640625,2019-10-01,2020-01-01,0.6590740625986258,0.001816460047768871,0.09198967391304344,0
23,ALGN,Health Care,74.04314544189279,53.06637410861217,2467421.1719641387,6.713573015873017,249.3453125,2019-10-01,2020-01-01,2.5116518422789698,0.006901317386242044,0.09198967391304344,1
24,AGN,Health Care,76.23699299214267,14.84440706476029,1036103.613719783,1.5726841269841272,180.39609375000003,2019-10-01,2020-01-01,3.7937389196459783,0.0022396384148162096,0.09198967391304344,1
25,ABC,Health Care,52.339464343336545,3.5314174378957564,1061610.2472393685,2.031155555555555,85.68828125000005,2019-10-01,2020-01-01,0.38446948689117183,0.0007291941844385642,-0.008866576086956554,0
26,AMGN,Health Care,75.09433962264151,24.783891505771518,6210816.593679663,3.529511111111112,220.43,2019-10-01,2020-01-01,3.3729415506497844,0.0036056907510798944,0.09198967391304344,1
27,ANTM,Health Care,67.60423010907479,26.66918302298271,1351373.5632728226,5.9918650793650805,275.185625,2019-10-01,2020-01-01,2.099548980929475,0.0038501268299507775,0.09198967391304344,1
28,BAX,Health Care,47.705870567020646,-2.6655802584099497,4431531.986384765,1.4268936507936498,82.73906250000002,2019-10-01,2020-01-01,-0.1233059726111516,-0.00024668981189778644,0.09198967391304344,0
29,BDX,Health Care,56.331255565449716,8.510213852537518,727067.763050055,4.416446031746028,255.5403125,2019-10-01,2020-01-01,0.8470395574474359,0.0014149241492366644,0.09198967391304344,0
30,BIIB,Health Care,63.86661880260061,30.602992957746487,-5533496.015823815,8.212144444444448,277.46,2019-10-01,2020-01-01,1.0718458578764454,0.004727642207069989,0.09198967391304344,1
31,BSX,Health Care,59.718969555035116,12.375745526838957,-2021457.785125431,0.7972460317460324,41.843593749999975,2019-10-01,2020-01-01,1.078368832614472,0.0019275873133650905,0.09198967391304344,1
32,BMY,Health Care,70.16081000595591,26.7324777887463,46014785.91847162,1.0748666666666666,57.270468750000006,2019-10-01,2020-01-01,2.88534500732854,0.003896073345592,0.09198967391304344,1
33,CAH,Health Care,54.108565737051784,6.979695431472077,2024629.51628857,1.1554857142857151,51.650781250000016,2019-10-01,2020-01-01,0.6702955814245013,0.0013284740562485525,0.001989673913043457,0
34,CELG,Health Care,70.61524334251605,9.046947410840199,8980451.48405322,1.1525756756756766,104.88394736842106,2019-10-01,2020-01-01,2.147718389221392,0.001367134340451777,0.09198967391304344,1
35,CNC,Health Care,68.8884716485167,47.06432748538012,9415718.45698538,1.5172746031746032,54.25124999999999,2019-10-01,2020-01-01,2.317002518338533,0.006274433777985141,0.09198967391304344,1
36,CERN,Health Care,59.21093507300407,8.790394307737937,2847946.334625504,1.0357682539682542,69.15671875000002,2019-10-01,2020-01-01,1.2524637174350577,0.0013955474391196265,0.09198967391304344,1
37,CI,Health Care,70.24719101123597,35.936980655454356,2834364.234425645,4.1023841269841235,183.344375,2019-10-01,2020-01-01,2.7985344485461487,0.004906009874913639,0.09198967391304344,1
38,ACN,Information Technology,62.01950659781984,11.048412614703086,4562374.06176101,2.720882539682539,194.90453125,2019-10-01,2020-01-01,1.520404074487972,0.0017482051380919034,0.09198967391304344,1
39,ATVI,Information Technology,58.44997407983411,12.325141776937619,13038415.68943809,1.294595238095238,55.35796875,2019-10-01,2020-01-01,1.0718861223472826,0.0019200679612404856,0.09198967391304344,1
