,PC_0,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,symbol,sector,label
0,1.225164490637489,0.31752127782507555,-0.08894186273099028,-0.28932674301443934,0.0008952392750855066,-0.008106231251743538,0.001801015952449246,MMM,Industrials,0
1,-0.2258785080967935,-0.568793652602833,0.22674581923459544,-0.19889690787511868,0.004964648332254889,0.01329261408199222,0.004875794717067573,AOS,Industrials,1
2,0.7795384191173098,0.20422200993883324,0.07564674356229432,-0.13558848142347626,0.1084375888109176,0.12292103712401109,-0.03620250883070377,AYI,Industrials,0
3,-0.19630250332967167,-0.4535313582248664,-0.19628263056450593,-0.18261376121063014,0.006117793510328488,0.00529610553867043,0.0090138283678942,ALK,Industrials,1
4,1.703927008897352,-0.10278839581544738,0.4281238972743983,-0.526250599299428,-0.09402971341800787,-0.024739376560938976,0.07902261699137783,ALLE,Industrials,0
5,3.4792917259597473,-0.19572873773744495,-1.9126434528994163,0.10552354983028382,-0.06276594768175735,0.022281199772795034,-0.0670116007930395,AAL,Industrials,0
6,0.19302573146495383,-0.32442215384268935,0.10930292807857618,-0.19795545040380966,-0.06962889624280208,0.0013586023354114855,0.014057701036950792,AME,Industrials,1
7,0.20855097156174876,-0.6822948526589814,0.2523951838708177,-0.21035252174535124,-0.07057836810931364,0.02529738124768384,0.021021739876936472,ARNC,Industrials,1
8,0.023245502708809755,-0.30129232609203105,-0.12770386195337818,-0.1933990406832469,0.009207884131542023,0.007974276910131306,0.0010928380092370537,CHRW,Industrials,1
9,1.2842949214172463,0.05367749424321292,0.7613261256371935,-0.199390917618028,-0.002173555870042879,0.005062199365461117,-0.021045210686383105,CAT,Industrials,0
10,-1.9907387834973653,0.5416390738400111,-0.4549183482346557,-0.1678646763757405,-0.0650636157065061,0.13121732336512953,0.00868494588318821,CTAS,Industrials,1
11,2.227159662026569,-0.21998603121009366,0.6808939111624419,-0.2482487452567708,0.023353177408014656,-0.08252780099671259,0.07377245005348666,CSX,Industrials,0
12,1.0790215469034523,0.30395788844535354,0.15825005444487505,-0.2024877348541451,0.07256422205970628,0.008457999701501306,-0.011053971911332906,CMI,Industrials,0
13,-0.40802126944926564,0.12720266265991434,0.36911254523968795,-0.1817384322241616,0.039142109577607755,0.04751622627061868,-0.011753973097109058,DE,Industrials,1
14,0.17316498858600568,-0.46318232442804536,0.053915478219358104,-0.19625061261231777,-0.01446402569111354,-0.0031734937492280406,0.008178567390091082,DAL,Industrials,1
15,0.6197615792384196,-0.21302143239634835,0.11213811398105189,-0.23525912187502476,-0.02974357207402406,-0.014727962334939277,0.0074844637535889024,DOV,Industrials,0
16,0.0763127700922955,-0.33037646389193787,0.003831153655055978,-0.1977461713695656,0.02061408450484738,-0.017738355747561455,-0.009515637103646432,ETN,Industrials,1
17,0.0167375692046924,-0.4546460901247764,0.10604741735335824,-0.19968757442137594,0.01533241549341974,-0.019790372604602223,-0.008914099448654313,EMR,Industrials,1
18,-0.540478214690426,-0.07376865426805843,-0.2767141859823375,-0.09651539075626064,-0.03913677455633066,-0.010799662011674298,0.020183300052457432,EFX,Industrials,1
19,0.24756862601435756,-0.35433356763463164,0.3987960569247884,-0.20573191870041582,-0.0615615725029795,-0.011960533665104278,0.011871005122472848,ABT,Health Care,1
20,-0.3500656269523356,-0.3910307474458191,-1.3107906946427728,-0.09678531366145457,0.07528884154677513,-0.05180733205620697,-0.001236885596355537,ABBV,Health Care,1
21,-0.04581744758857622,-0.3888071683370432,-0.12404032576610156,-0.1959897986824631,-0.025182871009970506,0.026965974184229566,0.0031100513853109463,A,Health Care,1
22,4.056983675902614,0.4672780578788325,0.28107050605159484,0.5424056581610042,0.03216997892632661,0.2182069700849109,-0.07075548352258437,ALXN,Health Care,0
23,4.9868066352315825,1.3608583109931938,0.5178490341626478,1.0309759049166396,0.6027522872374185,0.04404276313264738,0.1485071257791462,ALGN,Health Care,0
24,0.21618792070896364,-0.018527718758376208,-1.1680209228514438,-0.10694890026876462,-0.16895520862601127,-0.16318327496496315,0.02848697897269156,AGN,Health Care,1
25,0.7702787364633887,-0.1367006945589394,-0.14269411939241114,-0.17911009502842387,0.04258149908154693,0.0652662114849689,-0.032832005438046846,ABC,Health Care,0
26,-0.6239905720688181,0.32280745166541736,-0.2312592289168422,-0.16394727258117617,0.05410017162583752,0.04170318048488304,-0.008715232199398503,AMGN,Health Care,1
27,2.791425946699283,1.2546174876146872,0.21970238752808358,-0.18353561197729765,-0.0031067431862672142,0.1767844017185297,-0.025385349979072942,ANTM,Health Care,0
28,-1.340449107668174,-0.4902596569064003,-0.31738351370394546,0.060916958573595616,-0.04652301966393186,0.01104721440365654,0.013578439675158377,BAX,Health Care,1
29,0.16017717181639982,0.6538615632943806,0.06643603106559681,-0.1670837489358579,-0.04573415800945259,-0.015882633823387192,0.003985628705003636,BDX,Health Care,1
30,0.2784488205314676,0.6955473024872754,0.08541402689692648,-0.17476153290989954,0.029932656710247033,0.11265572229104487,0.0033471039173038407,BIIB,Health Care,1
31,0.9350071261911137,-0.5469036454167614,1.147602167454366,-0.25451390152835757,-0.08694651097447634,0.024045927705676207,0.011266301142992196,BSX,Health Care,0
32,-2.2997899433000026,-0.8856899705463908,1.648682861801534,0.16037774975519595,-0.03779681745173357,0.04681099096132485,-0.036621694102604456,BMY,Health Care,1
33,0.21209968631385187,-0.49584343703840345,-0.029351544955797258,-0.21199956481481225,0.0489148764174713,-0.007589604761513977,-0.020537822301470703,CAH,Health Care,1
