date,symbol,sector_name,sentiment,senti_label
2019-01-12T00:00:00.000-08:00,Common,Sector,0.9298,positive
2019-01-13T00:00:00.000-08:00,Common,Sector,0.9876,positive
2019-01-14T00:00:00.000-08:00,Common,Sector,0.8074,positive
2019-01-15T00:00:00.000-08:00,Common,Sector,0.9948,positive
2019-01-16T00:00:00.000-08:00,Common,Sector,-0.2189,negative
2019-01-17T00:00:00.000-08:00,Common,Sector,0.9971,positive
2019-01-18T00:00:00.000-08:00,Common,Sector,0.0841,positive
2019-01-19T00:00:00.000-08:00,Common,Sector,0.93,positive
2019-01-20T00:00:00.000-08:00,Common,Sector,0.9905,positive
2019-01-21T00:00:00.000-08:00,Common,Sector,0.9837,positive
2019-01-22T00:00:00.000-08:00,Common,Sector,0.997,positive
2019-01-23T00:00:00.000-08:00,Common,Sector,-0.9967,negative
2019-01-24T00:00:00.000-08:00,Common,Sector,0.992,positive
2019-01-25T00:00:00.000-08:00,Common,Sector,-0.9898,negative
2019-01-26T00:00:00.000-08:00,Common,Sector,0.9843,positive
2019-01-27T00:00:00.000-08:00,Common,Sector,0.9899,positive
2019-01-28T00:00:00.000-08:00,Common,Sector,-0.746,negative
2019-01-29T00:00:00.000-08:00,Common,Sector,0.7698,positive
2019-01-30T00:00:00.000-08:00,Common,Sector,0.9995,positive
2019-01-31T00:00:00.000-08:00,Common,Sector,0.9987,positive
2019-02-01T00:00:00.000-08:00,Common,Sector,0.9932,positive
2019-02-02T00:00:00.000-08:00,Common,Sector,0.9878,positive
2019-02-03T00:00:00.000-08:00,Common,Sector,0.9948,positive
2019-02-04T00:00:00.000-08:00,Common,Sector,-0.9945,negative
2019-02-05T00:00:00.000-08:00,Common,Sector,0.9928,positive
2019-02-06T00:00:00.000-08:00,Common,Sector,0.9981,positive
2019-02-07T00:00:00.000-08:00,Common,Sector,-0.9964,negative
2019-02-08T00:00:00.000-08:00,Common,Sector,0.8669,positive
2019-02-09T00:00:00.000-08:00,Common,Sector,-0.803,negative
2019-02-10T00:00:00.000-08:00,Common,Sector,0.9805,positive
2019-02-11T00:00:00.000-08:00,Common,Sector,0.9042,positive
2019-02-12T00:00:00.000-08:00,Common,Sector,0.9973,positive
2019-02-13T00:00:00.000-08:00,Common,Sector,-0.9936,negative
2019-02-14T00:00:00.000-08:00,Common,Sector,-0.8295,negative
2019-02-15T00:00:00.000-08:00,Common,Sector,0.9509,positive
2019-02-16T00:00:00.000-08:00,Common,Sector,-0.9865,negative
2019-02-17T00:00:00.000-08:00,Common,Sector,0.9705,positive
2019-02-18T00:00:00.000-08:00,Common,Sector,0.9764,positive
2019-02-19T00:00:00.000-08:00,Common,Sector,0.9962,positive
2019-02-20T00:00:00.000-08:00,Common,Sector,0.9901,positive
2019-02-21T00:00:00.000-08:00,Common,Sector,0.999,positive
2019-02-22T00:00:00.000-08:00,Common,Sector,0.9865,positive
2019-02-23T00:00:00.000-08:00,Common,Sector,0.9413,positive
2019-02-24T00:00:00.000-08:00,Common,Sector,0.9897,positive
2019-02-25T00:00:00.000-08:00,Common,Sector,0.9983,positive
2019-02-26T00:00:00.000-08:00,Common,Sector,0.984,positive
2019-02-27T00:00:00.000-08:00,Common,Sector,-0.9899,negative
2019-02-28T00:00:00.000-08:00,Common,Sector,0.9934,positive
2019-03-01T00:00:00.000-08:00,Common,Sector,0.9962,positive
2019-03-02T00:00:00.000-08:00,Common,Sector,0.9928,positive
2019-03-03T00:00:00.000-08:00,Common,Sector,0.9864,positive
2019-03-04T00:00:00.000-08:00,Common,Sector,0.999,positive
2019-03-05T00:00:00.000-08:00,Common,Sector,0.8979,positive
2019-03-06T00:00:00.000-08:00,Common,Sector,0.6749,positive
2019-03-07T00:00:00.000-08:00,Common,Sector,0.9993,positive
2019-03-08T00:00:00.000-08:00,Common,Sector,0.9934,positive
2019-03-09T00:00:00.000-08:00,Common,Sector,0.9136,positive
2019-03-10T00:00:00.000-08:00,Common,Sector,-0.9327,negative
2019-03-11T00:00:00.000-07:00,Common,Sector,0.9969,positive
2019-03-12T00:00:00.000-07:00,Common,Sector,-0.9906,negative
2019-03-13T00:00:00.000-07:00,Common,Sector,0.98,positive
2019-03-14T00:00:00.000-07:00,Common,Sector,-0.9808,negative
2019-03-15T00:00:00.000-07:00,Common,Sector,-0.9988,negative
2019-03-16T00:00:00.000-07:00,Common,Sector,0.991,positive
2019-03-17T00:00:00.000-07:00,Common,Sector,0.9632,positive
2019-03-18T00:00:00.000-07:00,Common,Sector,0.9969,positive
2019-03-19T00:00:00.000-07:00,Common,Sector,0.9956,positive
2019-03-20T00:00:00.000-07:00,Common,Sector,0.9907,positive
2019-03-21T00:00:00.000-07:00,Common,Sector,0.9984,positive
2019-03-22T00:00:00.000-07:00,Common,Sector,0.9625,positive
2019-03-23T00:00:00.000-07:00,Common,Sector,-0.9256,negative
2019-03-24T00:00:00.000-07:00,Common,Sector,0.9538,positive
2019-03-25T00:00:00.000-07:00,Common,Sector,0.9995,positive
2019-03-26T00:00:00.000-07:00,Common,Sector,0.9989,positive
2019-03-27T00:00:00.000-07:00,Common,Sector,0.9385,positive
2019-03-28T00:00:00.000-07:00,Common,Sector,0.9994,positive
2019-03-29T00:00:00.000-07:00,Common,Sector,0.476,positive
2019-03-30T00:00:00.000-07:00,Common,Sector,0.9702,positive
2019-03-31T00:00:00.000-07:00,Common,Sector,0.8206,positive
2019-04-01T00:00:00.000-07:00,Common,Sector,-0.9979,negative
2019-04-02T00:00:00.000-07:00,Common,Sector,0.9978,positive
2019-04-03T00:00:00.000-07:00,Common,Sector,0.925,positive
2019-04-04T00:00:00.000-07:00,Common,Sector,-0.9988,negative
2019-04-05T00:00:00.000-07:00,Common,Sector,-0.9838,negative
2019-04-06T00:00:00.000-07:00,Common,Sector,-0.8591,negative
2019-04-07T00:00:00.000-07:00,Common,Sector,-0.9657,negative
2019-04-08T00:00:00.000-07:00,Common,Sector,0.9916,positive
2019-04-09T00:00:00.000-07:00,Common,Sector,0.9994,positive
2019-04-10T00:00:00.000-07:00,Common,Sector,0.9996,positive
2019-04-11T00:00:00.000-07:00,Common,Sector,0.9979,positive
2019-04-12T00:00:00.000-07:00,Common,Sector,0.9955,positive
2019-04-13T00:00:00.000-07:00,Common,Sector,-0.9779,negative
2019-04-14T00:00:00.000-07:00,Common,Sector,-0.9801,negative
2019-04-15T00:00:00.000-07:00,Common,Sector,0.9978,positive
2019-04-16T00:00:00.000-07:00,Common,Sector,0.997,positive
2019-04-17T00:00:00.000-07:00,Common,Sector,0.9768,positive
2019-04-18T00:00:00.000-07:00,Common,Sector,0.9979,positive
2019-04-19T00:00:00.000-07:00,Common,Sector,0.9943,positive
2019-04-20T00:00:00.000-07:00,Common,Sector,0.9965,positive
2019-04-21T00:00:00.000-07:00,Common,Sector,-0.3707,negative
2019-04-22T00:00:00.000-07:00,Common,Sector,-0.8283,negative
2019-04-23T00:00:00.000-07:00,Common,Sector,0.99,positive
2019-04-24T00:00:00.000-07:00,Common,Sector,0.9975,positive
2019-04-25T00:00:00.000-07:00,Common,Sector,0.9917,positive
2019-04-26T00:00:00.000-07:00,Common,Sector,0.2213,positive
2019-04-27T00:00:00.000-07:00,Common,Sector,-0.9881,negative
2019-04-28T00:00:00.000-07:00,Common,Sector,0.9666,positive
2019-04-29T00:00:00.000-07:00,Common,Sector,0.9973,positive
2019-04-30T00:00:00.000-07:00,Common,Sector,0.998,positive
2019-05-01T00:00:00.000-07:00,Common,Sector,-0.659,negative
2019-05-02T00:00:00.000-07:00,Common,Sector,0.4588,positive
2019-05-03T00:00:00.000-07:00,Common,Sector,-0.9926,negative
2019-05-04T00:00:00.000-07:00,Common,Sector,-0.9635,negative
2019-05-05T00:00:00.000-07:00,Common,Sector,0.9971,positive
2019-05-06T00:00:00.000-07:00,Common,Sector,-0.9978,negative
2019-05-07T00:00:00.000-07:00,Common,Sector,-0.982,negative
2019-05-08T00:00:00.000-07:00,Common,Sector,0.8803,positive
2019-05-09T00:00:00.000-07:00,Common,Sector,0.9899,positive
2019-05-10T00:00:00.000-07:00,Common,Sector,0.9973,positive
2019-05-11T00:00:00.000-07:00,Common,Sector,0.9217,positive
2019-05-12T00:00:00.000-07:00,Common,Sector,-0.891,negative
