,symbol,sector,RSI,ROC,ADOSC,ATR,EMA,start_date,end_date,Sharpe_ratio,average_returns,wtd_sentiment,label
92,ES,Utilities,54.61457787100158,5.7217165149545,3204632.678999748,1.29231935483871,65.15873015873018,2018-10-01,2019-01-01,0.7090993496268083,0.0010755454942502985,0.09178940217391304,1
93,EXC,Utilities,53.54892902141958,3.8931121861322415,6352910.1853358485,0.89526935483871,44.8388888888889,2018-10-01,2019-01-01,0.5433725810733598,0.0007951688742981546,0.09178940217391304,1
94,FE,Utilities,51.145038167938935,1.4590651175357958,-1073721.9721505214,0.8718612903225818,37.883174603174616,2018-10-01,2019-01-01,0.28465155609958004,0.00046722380315948153,0.09178940217391304,1
95,NEE,Utilities,53.444971249873895,4.0900652733696585,3932147.5815604567,3.444104838709678,174.91190476190476,2018-10-01,2019-01-01,0.5418971568775467,0.000805573658266862,0.09178940217391304,1
96,NI,Utilities,51.71779141104296,2.2589753933037526,3564757.9876459367,0.5637693548387094,25.79460317460317,2018-10-01,2019-01-01,0.344368842269108,0.0005564572225317255,0.16881440217391305,1
97,NRG,Utilities,52.768456375838916,5.2631578947368585,-8025112.990203079,1.1088387096774193,38.261428571428546,2018-10-01,2019-01-01,0.4191593443365813,0.001010400206493773,0.09178940217391304,1
98,PCG,Utilities,34.10005750431282,-48.22323959014607,-2337574.5937380698,1.9634370967741928,35.78,2018-10-01,2019-01-01,-0.7656760629297374,-0.007385145775757779,0.09178940217391304,2
99,AMG,Financials,34.527611184671706,-28.964059196617328,-1784207.5958673826,3.8898080645161306,112.93126984126984,2018-10-01,2019-01-01,-1.88124901961914,-0.005138246065388825,0.09178940217391304,2
100,AFL,Financials,47.57722592368263,-3.392705682782005,-5314343.95149957,0.9963645161290324,44.45603174603176,2018-10-01,2019-01-01,-0.1488035635285689,-0.0003148610718064528,0.09178940217391304,0
101,ALL,Financials,38.40769903762028,-16.13721709124125,-1588525.6781855181,2.0858241935483868,89.78888888888889,2018-10-01,2019-01-01,-1.1934535249543707,-0.002560812375312531,0.330439402173913,3
102,AXP,Financials,42.86524500907441,-11.658943466172387,-3725095.087429912,2.564909677419354,104.63126984126987,2018-10-01,2019-01-01,-0.7629081025006408,-0.001743618544159434,0.09178940217391304,3
103,AIG,Financials,35.33576485732676,-25.75357950263753,-11910396.38297362,1.4616483870967742,43.66301587301587,2018-10-01,2019-01-01,-1.6059181344002362,-0.004345970272639181,0.09178940217391304,2
104,AMP,Financials,34.92472534924726,-29.8730094738964,-1819921.7549701696,4.2030435483870985,125.57126984126984,2018-10-01,2019-01-01,-1.7134087811134118,-0.00520983285308037,0.09178940217391304,2
105,AON,Financials,45.53411764705884,-6.128511462705832,-262458.10485689534,3.243966129032259,155.30349206349211,2018-10-01,2019-01-01,-0.5024049561426438,-0.0008683021165424407,0.09178940217391304,0
106,AJG,Financials,48.38354959313833,-1.955567380603962,-560859.6789460159,1.4738806451612911,74.65634920634922,2018-10-01,2019-01-01,-0.0924383874354539,-0.00014704195608308867,0.09178940217391304,0
107,AIZ,Financials,37.588652482269495,-16.36431643912475,-803658.5661182144,2.4182161290322584,97.8149206349206,2018-10-01,2019-01-01,-1.268499446013194,-0.00260272178229518,0.09178940217391304,3
108,BAC,Financials,39.627329192546576,-16.897133220910618,-82161148.23959526,0.7989774193548383,27.13031746031745,2018-10-01,2019-01-01,-1.142531638017102,-0.0026711316880921824,0.09178940217391304,2
109,DFS,Financials,35.88805851486722,-23.13306399061645,-2732383.5922199413,1.9138451612903224,69.03682539682539,2018-10-01,2019-01-01,-1.5148663940918892,-0.0038659956406614884,0.09178940217391304,2
110,BRK.B,Financials,46.845238095238116,-4.9352826147685995,-1694611.571593313,4.993775806451613,208.8711111111111,2018-10-01,2019-01-01,-0.2966624507131,-0.0006510011005877826,0.09178940217391304,0
111,BLK,Financials,40.159593938358654,-17.033814180412698,-900832.3099624338,12.741785483870965,409.6126984126982,2018-10-01,2019-01-01,-0.9867244021344308,-0.002610747706629743,0.09178940217391304,3
112,HRB,Financials,48.73817034700315,-2.4605920799692482,-3627896.573050372,0.7745596774193553,26.693492063492066,2018-10-01,2019-01-01,-0.026116983957188585,-6.354342623152376e-05,0.09178940217391304,0
113,BHF,Financials,36.209306970241656,-31.180853465793643,-5454850.0580968205,1.6070241935483878,39.01952380952381,2018-10-01,2019-01-01,-1.705480996946917,-0.005575084675990068,0.09178940217391304,2
114,COF,Financials,37.08644610458912,-20.38967877830436,-3982590.1159996837,2.4103709677419345,86.60809523809523,2018-10-01,2019-01-01,-1.506795789944975,-0.003383750767122661,0.09178940217391304,2
115,CBOE,Financials,50.522329589971285,0.8244872719777252,-178550.96601687788,3.1345661290322564,104.10666666666664,2018-10-01,2019-01-01,0.15293729583292615,0.0002890315177026008,0.09178940217391304,1
116,SCHW,Financials,41.10864745011087,-16.185671039354176,-11678281.24020359,1.4004080645161292,45.23349206349205,2018-10-01,2019-01-01,-0.9910797194950084,-0.002547474891383455,-0.1609980978260869,3
117,CB,Financials,47.65817584223503,-2.9961703086280544,-535141.1582109393,2.9817806451612907,129.22857142857143,2018-10-01,2019-01-01,-0.15976722018483736,-0.0002874588831521314,0.09178940217391304,0
118,CINF,Financials,51.77735391017861,2.7199150855778065,618370.9060200071,1.7853645161290317,77.764126984127,2018-10-01,2019-01-01,0.3136892087532068,0.0006853351704563795,0.09178940217391304,1
119,APD,Materials,46.048862679022754,-5.5362096441008095,-1430501.214790551,3.849833870967741,158.50269841269844,2018-10-01,2019-01-01,-0.3561841903609336,-0.000680343622725295,0.09178940217391304,0
120,ALB,Materials,37.893450137516545,-23.571995239984144,-1069896.82891197,3.14452741935484,94.36174603174601,2018-10-01,2019-01-01,-1.4388775056503782,-0.0039581092471932975,0.09178940217391304,2
121,AVY,Materials,36.563631300473396,-17.685329423623198,-2017022.0245322727,2.2572016129032244,94.12523809523807,2018-10-01,2019-01-01,-1.4051492641142782,-0.0028652392122405284,0.09178940217391304,3
122,BLL,Materials,52.78219395866454,4.785779398359158,-5240447.77977184,1.1401548387096772,46.72650793650793,2018-10-01,2019-01-01,0.420004487140442,0.0009275233858187717,0.09178940217391304,1
123,CF,Materials,41.99177188253654,-20.60218978102189,-8885129.062597003,1.9097177419354832,46.90349206349207,2018-10-01,2019-01-01,-0.8405146542606581,-0.0031137357333435862,0.09178940217391304,3
124,DWDP,Materials,40.00352609308886,-17.494600431965434,-25963976.43496482,1.79061935483871,56.70777777777778,2018-10-01,2019-01-01,-1.0007732261822828,-0.002714334102867356,0.09178940217391304,3
125,EMN,Materials,35.473220836390325,-24.52771755961598,-3666242.765696142,2.489095161290323,79.72460317460317,2018-10-01,2019-01-01,-1.5887940027607508,-0.00410879827205126,0.09178940217391304,2
126,ECL,Materials,45.107584461104075,-6.385006353240162,334104.39222480817,3.4743112903225817,152.71158730158731,2018-10-01,2019-01-01,-0.5013682414243888,-0.0008968798130694101,0.09178940217391304,0
127,FMC,Materials,41.281499303532975,-15.69588510201756,-2189915.6387615614,2.424185483870968,80.83936507936504,2018-10-01,2019-01-01,-0.9714277489904826,-0.002424888185401919,0.09178940217391304,3
128,FCX,Materials,40.363843092666286,-24.74452554744525,-22691498.14739209,0.5736903225806451,11.665714285714287,2018-10-01,2019-01-01,-1.0564929144413646,-0.003990423952807986,0.09178940217391304,2
129,IP,Materials,40.163766632548615,-19.23153892335401,-4776642.88141904,1.4976935483870968,44.322698412698415,2018-10-01,2019-01-01,-0.9451525875335872,-0.0029160059919276678,0.09178940217391304,3
130,IFF,Materials,47.752387082931,-3.026144734941494,-149617.30603440132,3.3978725806451617,138.39539682539683,2018-10-01,2019-01-01,-0.15482873048623227,-0.00029025448281867696,0.09178940217391304,0
131,LYB,Materials,37.29308666017525,-20.069204152249146,-6092682.583855215,2.7778338709677413,91.48301587301586,2018-10-01,2019-01-01,-1.454616166180566,-0.003209065774925077,0.09178940217391304,2
132,MLM,Materials,46.664530256903284,-6.774788457366032,-169475.42546387098,6.245308064516128,177.61873015873022,2018-10-01,2019-01-01,-0.2703263680923045,-0.0008011868973515232,0.09178940217391304,0
133,SHW,Materials,41.348981592419136,-13.903719912472653,-830649.9289278476,12.0293064516129,404.72984126984113,2018-10-01,2019-01-01,-0.8834827418508161,-0.0021543070684757,0.09178940217391304,3
134,NEM,Materials,56.34218289085546,14.168039538714972,1537500.6375590656,1.0234306451612902,32.41555555555554,2018-10-01,2019-01-01,0.8491286440081589,0.002431800337763135,0.09178940217391304,1
135,NUE,Materials,38.91354518018817,-19.42457231726282,-1647777.8378106141,1.809359677419354,59.11349206349206,2018-10-01,2019-01-01,-1.3169211461675727,-0.0031228941115930184,0.09178940217391304,3
136,PKG,Materials,36.88686708860758,-24.113475177304977,-2324083.6817873456,3.1494887096774162,93.02349206349207,2018-10-01,2019-01-01,-1.2529596376131922,-0.0039252512205576575,0.09178940217391304,2
137,PPG,Materials,45.752372345232715,-6.851936218678813,-951627.9256193072,2.8823290322580646,103.58206349206348,2018-10-01,2019-01-01,-0.32442082615641205,-0.0008400998010198869,0.09178940217391304,0
