,symbol,sector,RSI,ROC,ADOSC,ATR,EMA,start_date,end_date,Sharpe_ratio,average_returns,wtd_sentiment,label
0,MMM,Industrials,57.38611428069868,8.813825608798131,3550610.727255665,3.5163466666666663,201.3518032786885,2019-01-01,2019-04-01,0.9564225325331136,0.001584067439807861,0.4264372222222222,2
1,AOS,Industrials,66.42214071357118,22.65930526800093,2194244.45857686,0.9891733333333332,49.70803278688523,2019-01-01,2019-04-01,2.138384227434879,0.003511105658691499,0.1400872222222222,1
2,AYI,Industrials,52.359328726554786,4.14822528855332,-189188.65630486648,3.3656416666666686,124.43049180327866,2019-01-01,2019-04-01,0.3638073168088137,0.0008510187379865273,0.1400872222222222,3
3,ALK,Industrials,43.798805695911796,-8.777633289987007,-3019002.290094903,1.5250466666666669,61.06131147540983,2019-01-01,2019-04-01,-0.6068574814155359,-0.0012817432930751207,0.1400872222222222,3
4,ALLE,Industrials,60.075093867334154,11.918568784700787,200213.91753454693,1.5159749999999983,86.98999999999998,2019-01-01,2019-04-01,1.3458109877630693,0.0019626727581027285,0.1400872222222222,2
5,AAL,Industrials,49.05362776025237,-2.2167487684728866,-6358180.101088192,1.1595049999999998,33.592786885245914,2019-01-01,2019-04-01,-0.006698007345935443,-2.1085898010966057e-05,0.1400872222222222,3
6,AME,Industrials,68.58789625360232,22.93673136761003,2760341.32879493,1.2696933333333336,75.98983606557378,2019-01-01,2019-04-01,2.309885464110704,0.0034890764028840584,0.1400872222222222,1
7,ARNC,Industrials,51.66364186327888,2.963362068965525,1182004.9445713758,0.6004083333333333,18.68950819672131,2019-01-01,2019-04-01,0.2693767909552875,0.0008974217665155526,0.1400872222222222,3
8,CHRW,Industrials,54.45852790749387,4.832489756567826,1563941.9606727175,1.6167716666666658,87.81327868852459,2019-01-01,2019-04-01,0.6038047233952657,0.0009382224125089237,0.1400872222222222,3
9,CAT,Industrials,53.95777217829525,7.20841905364773,4035495.582146045,3.2811566666666683,132.82704918032792,2019-01-01,2019-04-01,0.5521874354781464,0.0014622590620486304,-0.1613377777777778,2
