,symbol,sector
0,"APH,AVY","Information Technology,Materials"
1,"AEP,ETR","Utilities,Utilities"
2,"NEE,AMT","Utilities,Real Estate"
3,"DISCA,DISCK","Consumer Discretionary,Consumer Discretionary"
4,"ADS,OXY","Information Technology,Energy"
5,"GOOGL,GOOG","Information Technology,Information Technology"
6,"AEE,EQR","Utilities,Real Estate"
7,"AWK,CMS","Utilities,Utilities"
8,"DOV,ETN","Industrials,Industrials"
