,symbol,sector,RSI,ROC,ADOSC,ATR,EMA,start_date,end_date
59547,DWDP,Materials,53.80840204161758,6.2540296582849875,7931061.962046742,1.524493650793652,66.10656250000001,2018-04-01,2018-07-01
59841,EMN,Materials,47.769243340415095,-2.6584867075664653,-464539.20098510315,2.141155555555555,105.56515625,2018-04-01,2018-07-01
60323,ECL,Materials,54.3573581803234,4.7473314921251175,459258.60005974025,2.269473015873015,144.24453125,2018-04-01,2018-07-01
60805,FMC,Materials,61.53471771576899,18.962528337111607,1191817.0264072558,1.8732047619047605,85.56562500000001,2018-04-01,2018-07-01
61287,FCX,Materials,50.280112044817926,0.7001166861143604,-1817051.8537756093,0.6051206349206345,16.95953125,2018-04-01,2018-07-01
61769,IP,Materials,51.21204388874712,1.8580089966751423,-474889.4369470221,1.1332111111111107,53.94953125,2018-04-01,2018-07-01
62251,IFF,Materials,43.78676470588235,-7.561521252796421,-793665.6147814596,2.426707936507936,130.67515625000001,2018-04-01,2018-07-01
62733,LYB,Materials,53.50136861313869,5.920354835599273,1327836.928158653,2.6586126984126985,109.79625000000001,2018-04-01,2018-07-01
63215,MLM,Materials,57.645174766745576,10.90529870387844,699119.4613429699,4.9175603174603175,213.30859375,2018-04-01,2018-07-01
63682,MON,Materials,79.79002624671915,9.734133790737577,7809886.920742776,0.7916562500000003,124.86979591836733,2018-04-01,2018-07-01
63746,NEM,Materials,46.60869565217391,-3.972498090145149,1225840.1898971251,0.7213,39.334687499999994,2018-04-01,2018-07-01
64228,NUE,Materials,52.55347851223742,4.42773600668338,2070175.7304497166,1.5837984126984133,63.82499999999998,2018-04-01,2018-07-01
64710,PKG,Materials,51.28240485383343,1.6919858091512863,30210.96021188138,2.240111111111109,116.76593749999996,2018-04-01,2018-07-01
65192,PPG,Materials,46.43923911334695,-4.1843709588028855,2141059.645482066,1.9813539682539683,105.89234375000002,2018-04-01,2018-07-01
65674,PX,Materials,57.899399547199536,11.294862772695291,1548905.894578292,2.876726984126983,154.50718750000004,2018-04-01,2018-07-01
65823,ARE,Real Estate,53.31818181818182,3.596354380490996,333243.2653526324,1.9429984126984134,124.95890625000003,2018-04-01,2018-07-01
66305,AMT,Real Estate,50.2283718430951,0.236390182854751,2030040.9577647657,2.589726984126984,138.94546875000003,2018-04-01,2018-07-01
66787,AIV,Real Estate,54.49604743083004,4.49604743083003,703955.9123719588,0.6350825396825397,40.784843749999986,2018-04-01,2018-07-01
67269,AVB,Real Estate,55.89174007404569,5.674412885773994,810472.2179599856,2.613738095238098,165.25812499999998,2018-04-01,2018-07-01
67751,BXP,Real Estate,53.155881415365,3.2603326197925275,275689.23352741834,2.0017380952380948,121.31968749999997,2018-04-01,2018-07-01
68233,CBRE,Real Estate,52.50195465207194,2.755058114507114,2014338.6270981207,0.853933333333333,47.28921875,2018-04-01,2018-07-01
68715,CCI,Real Estate,49.130280440184585,-0.9007352941176494,2367255.12014406,2.0171333333333332,103.88265625,2018-04-01,2018-07-01
69197,DLR,Real Estate,57.69709912795871,8.403769552122785,511790.76799620665,1.9737158730158741,106.09750000000001,2018-04-01,2018-07-01
69679,DRE,Real Estate,62.547673531655235,12.781662781662796,420233.29149151244,0.4226587301587302,27.591874999999998,2018-04-01,2018-07-01
70161,EQIX,Real Estate,54.071897420241186,5.223350875045885,496076.89753886603,8.556541269841269,404.13234374999985,2018-04-01,2018-07-01
70643,EQR,Real Estate,53.973013493253376,4.341415465268672,-465235.03685295023,0.9838809523809522,62.31781250000001,2018-04-01,2018-07-01
71125,ESS,Real Estate,50.905115872321815,0.8734177215189876,-226679.12945993454,4.016984126984129,238.21625,2018-04-01,2018-07-01
71607,EXR,Real Estate,63.8587492602091,16.382929104477604,1583300.92318153,1.6180634920634933,93.09921875,2018-04-01,2018-07-01
72089,FRT,Real Estate,58.528951486697956,9.424989191526144,565749.6210317325,2.044247619047619,118.03156249999995,2018-04-01,2018-07-01
72571,GGP,Real Estate,50.123456790123456,0.09799118079372171,-10132154.561391491,0.2741301587301589,20.289218749999996,2018-04-01,2018-07-01
72676,HCP,Real Estate,50.123456790123456,0.09799118079372171,-10132154.561391491,0.2741301587301589,20.289218749999996,2018-04-01,2018-07-01
72781,HST,Real Estate,60.43543543543544,15.199562602515048,2812977.0530277174,0.3750936507936509,20.422187499999996,2018-04-01,2018-07-01
73263,IRM,Real Estate,56.74157303370787,8.155699721964794,466402.225191767,0.6137825396825399,33.7775,2018-04-01,2018-07-01
73745,KIM,Real Estate,61.999999999999986,21.443888491779827,6342030.718901347,0.3711142857142856,15.100156250000001,2018-04-01,2018-07-01
74227,MAC,Real Estate,52.24578914535246,2.5997472467954363,766983.9947766385,1.2255158730158722,56.71640625000001,2018-04-01,2018-07-01
74709,MO,Consumer Staples,45.186335403726716,-6.147744174516612,-548778.0763409734,1.0828714285714285,57.67140624999998,2018-04-01,2018-07-01
75191,ADM,Consumer Staples,59.61123110151186,8.422048734326925,1367920.7823046898,0.7109460317460313,44.902031250000014,2018-04-01,2018-07-01
75673,WBA,Consumer Staples,47.091543320448764,-4.889064976228208,6405257.882995769,1.584704761904763,64.376015625,2018-04-01,2018-07-01
76155,CPB,Consumer Staples,47.6387738193869,-4.047337278106511,2700517.040721108,1.0561063492063492,38.92281249999999,2018-04-01,2018-07-01
76637,CHD,Consumer Staples,57.08068295949113,8.645003065603918,5626272.803356521,0.9067825396825397,48.409687500000025,2018-04-01,2018-07-01
77119,KO,Consumer Staples,53.03726391015825,2.7888446215139417,-235520.56539779156,0.5865761904761903,43.19078125000001,2018-04-01,2018-07-01
77601,CL,Consumer Staples,42.09591474245116,-7.612259444048474,-5360558.634871468,1.0366031746031752,65.41265625000001,2018-04-01,2018-07-01
78083,CAG,Consumer Staples,49.59183673469387,-0.4458066313736575,-2062489.2980537433,0.653657142857143,37.22593750000001,2018-04-01,2018-07-01
78565,STZ,Consumer Staples,46.11199464300662,-4.07170406732118,-337636.15497542126,3.720992063492066,225.84953125000004,2018-04-01,2018-07-01
79047,COST,Consumer Staples,66.25759266146031,14.35294117647059,2886986.1776664834,3.0283936507936513,197.54062499999998,2018-04-01,2018-07-01
79529,COTY,Consumer Staples,37.63812154696133,-20.24886877828055,-2405837.7292908654,0.46095714285714257,15.404062500000002,2018-04-01,2018-07-01
80011,CVS,Consumer Staples,52.336580544966814,5.422673656618593,1656606.904804756,1.9333793650793634,65.90078125000001,2018-04-01,2018-07-01
80493,DPS,Consumer Staples,57.75039745627979,3.302286198137172,1498156.7579678488,1.0279777777777788,120.080625,2018-04-01,2018-07-01
80562,EL,Consumer Staples,47.57782101167316,-3.3723843705559586,236838.73944834014,2.8543873015872996,147.998125,2018-04-01,2018-07-01
81044,GIS,Consumer Staples,50.315867707172046,0.3855749603084435,3329909.318193307,0.8912841269841267,43.76828124999999,2018-04-01,2018-07-01
81526,HRL,Consumer Staples,59.31863727454909,11.107793371155573,3687077.030939879,0.6845746031746031,35.89421875,2018-04-01,2018-07-01
82008,SJM,Consumer Staples,41.62007363971092,-10.261334223929186,1384208.6201719828,2.6280984126984124,112.28859375,2018-04-01,2018-07-01
82490,K,Consumer Staples,57.606490872210955,10.693916349809896,4572172.426375099,1.3434952380952379,63.348593750000006,2018-04-01,2018-07-01
82972,KMB,Consumer Staples,48.624862486248624,-1.6341395088243504,195722.6534743593,2.054839682539682,103.89437500000001,2018-04-01,2018-07-01
83454,KHC,Consumer Staples,53.580695381421904,4.595404595404595,360523.9971724283,1.298153968253969,59.34468750000001,2018-04-01,2018-07-01
83936,APC,Energy,63.17721076546662,25.924015815712554,2566211.054125432,1.8261412698412693,67.783125,2018-04-01,2018-07-01
84278,ANDV,Energy,61.7457886676876,30.527363184079604,-443064.06256392784,3.882041269841271,131.67515625000001,2018-04-01,2018-07-01
84405,APA,Energy,58.823529411764696,23.350923482849616,1188793.6207570247,1.3856238095238103,41.47187500000001,2018-04-01,2018-07-01
84887,BHGE,Energy,58.52235904082956,18.941303564998215,-3224177.426130861,1.0880015873015878,33.953125,2018-04-01,2018-07-01
85369,COG,Energy,51.93798449612403,2.807775377969768,1984581.8800518056,0.6028365079365082,23.34109375,2018-04-01,2018-07-01
85851,CVX,Energy,58.97987596506773,12.642551674982183,3786118.069430217,2.4668539682539667,124.13421874999999,2018-04-01,2018-07-01
86333,XEC,Energy,55.653492559946926,13.283598708384359,-205526.26684408367,3.136639682539684,94.96359375,2018-04-01,2018-07-01
86815,CXO,Energy,49.37714388878859,-1.474148981626544,-1304040.2912742842,4.8449301587301585,143.0225,2018-04-01,2018-07-01
87297,COP,Energy,59.86313088109496,19.848510931313477,4942239.079646528,1.7226587301587302,66.61749999999999,2018-04-01,2018-07-01
87779,DVN,Energy,65.35077825400406,44.84349258649094,4476446.152052116,1.344126984126984,38.745000000000005,2018-04-01,2018-07-01
88261,EOG,Energy,61.52444253859348,20.88798212377343,5201330.061852131,2.9487111111111113,116.17218750000005,2018-04-01,2018-07-01
88743,EQT,Energy,58.12588904694168,19.852302345786278,2455939.5129330754,1.6488428571428566,51.26437499999999,2018-04-01,2018-07-01
89225,XOM,Energy,59.32170162713194,12.988254575252679,12907799.922071092,1.4510968253968257,79.67453124999999,2018-04-01,2018-07-01
89707,HAL,Energy,48.41879029782008,-2.234758082013455,-669204.8465396836,1.2233825396825393,49.80046875,2018-04-01,2018-07-01
90189,HP,Energy,49.308448591901346,-1.2850286422046886,30989.678924286738,1.924809523809523,68.03609374999999,2018-04-01,2018-07-01
90671,HES,Energy,65.49283909014324,37.91752577319587,2669066.100362519,1.8259015873015871,59.739218750000006,2018-04-01,2018-07-01
91153,KMI,Energy,61.532056619483775,18.590604026845647,-8391710.74246075,0.3468650793650795,16.360624999999995,2018-04-01,2018-07-01
91635,MRO,Energy,61.08085462924172,33.97559409120101,7791739.033187203,0.6847111111111113,19.71671875,2018-04-01,2018-07-01
92117,MPC,Energy,48.83654937570942,-2.2841225626740957,-4791186.615728525,2.18434126984127,76.37140625,2018-04-01,2018-07-01
92599,NOV,Energy,61.562115621156224,20.95875139353398,4957491.4944771975,1.0560317460317459,40.477812499999985,2018-04-01,2018-07-01
